郑州大学,双一流,中外合作办学（医护类）,,,,,,,,2020,566,82003,,,,,,,,,
郑州大学,双一流,普通类,,,,,2019,585,24522,2020,624,24312,2021,603,23896,2022,579,29255,2023,589,29681
合肥工业大学,双一流,中外合作办学,,,,,2019,568,36336,,,,,,,,,,,,
合肥工业大学,双一流,高收费专业,,,,,,,,2020,614,31866,2021,586,36819,,,,,,
合肥工业大学,双一流,普通类,,,,,2019,586,23893,2020,628,21581,2021,606,21866,2022,588,22462,2023,601,21021
安徽大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,574,43114
安徽大学,双一流,高收费专业,,,,,,,,2020,592,52176,2021,579,43027,2022,566,41164,,,
安徽大学,双一流,普通类,,,,,2019,589,22024,2020,626,22973,2021,601,25226,2022,585,24528,2023,604,19248
安徽理工大学,,较高收费,,,,,,,,,,,,,,,,,2023,549,72337
安徽理工大学,,中外合作办学,,,,,2019,524,79803,,,,,,,,,,,,
安徽理工大学,,高收费专业,,,,,,,,2020,571,75906,2021,550,74466,2022,539,73712,,,
安徽理工大学,,普通类,,,,,2019,539,63318,2020,585,59698,2021,561,61408,2022,524,95771,2023,541,83430
安徽工业大学,,普通类,,,,,2019,541,61214,2020,581,64188,2021,559,63644,2022,544,66918,2023,559,59481
济南大学,,普通类,,,,,2019,560,43018,2020,600,44162,2021,576,45897,2022,510,118120,2023,550,70991
安徽医科大学,,高收费专业,,,,,,,,,,,2021,544,81978,,,,,,
安徽医科大学,,普通类,,,,,2019,600,16048,2020,637,16139,2021,532,97392,2022,540,72351,2023,589,29681
同济大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,639,5359
同济大学,双一流,医护类,,,,,,,,,,,2021,659,2750,2022,643,2458,2023,654,2672
同济大学,双一流,中外合作办学,,,,,2019,624,6877,,,,,,,,,,,,
同济大学,双一流,高收费专业,,,,,,,,2020,671,3152,2021,660,2582,2022,634,3843,,,
同济大学,双一流,普通类,,,,,2019,656,1275,2020,681,1521,2021,667,1730,2022,564,43252,2023,641,4934
新疆大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,570,47216
新疆大学,双一流,高收费专业,,,,,,,,2020,587,57472,2021,572,49827,2022,559,48530,,,
新疆大学,双一流,软件工程,,,,,2019,543,59191,,,,,,,,,,,,
新疆大学,双一流,普通类,,,,,2019,547,55105,2020,594,50132,2021,579,43027,2022,511,116434,2023,558,60657
上海大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,594,25874
上海大学,双一流,中外合作办学,,,,,2019,599,16510,,,,,,,,,,,,
上海大学,双一流,高收费专业,,,,,,,,2020,628,21581,2021,606,21866,2022,585,24528,,,
上海大学,双一流,普通类,,,,,2019,609,12015,2020,643,12897,2021,621,13845,2022,589,21800,2023,609,16466
南京航空航天大学,双一流,普通类,,,,,2019,580,27764,2020,643,12897,2021,627,11294,2022,613,9522,2023,627,8771
天津医科大学,双一流,普通类,,,,,2019,591,20850,2020,637,16139,2021,621,13845,2022,553,55587,2023,596,24444
天津师范大学,,较高收费,,,,,,,,,,,,,,,,,2023,567,50409
天津师范大学,,高收费专业,,,,,,,,2020,593,51170,2021,571,50842,2022,557,50915,,,
天津师范大学,,软件工程,,,,,2019,549,53206,,,,,,,,,,,,
天津师范大学,,普通类,,,,,2019,557,45612,2020,602,42274,2021,578,43977,2022,509,119754,2023,548,73607
天津工业大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,580,37479
天津工业大学,双一流,高收费专业,,,,,,,,2020,594,50132,2021,578,43977,2022,568,39068,,,
天津工业大学,双一流,普通类,,,,,2019,575,31251,2020,616,30260,2021,596,28854,2022,583,26058,2023,592,27318
天津理工大学,,普通类,,,,,2019,549,53206,2020,600,44162,2021,578,43977,2022,565,42195,2023,557,61944
天津科技大学,,较高收费,,,,,,,,,,,,,,,,,2023,542,81975
天津科技大学,,中外合作办学,,,,,2019,533,69714,,,,,,,,,,,,
天津科技大学,,高收费专业,,,,,,,,2020,584,60827,2021,551,73198,2022,531,85142,,,
天津科技大学,,普通类,,,,,2019,559,43868,2020,595,49113,2021,570,51895,2022,554,54405,2023,552,68278
天津财经大学,,较高收费,,,,,,,,,,,,,,,,,2023,553,67050
天津财经大学,,中外合作办学,,,,,2019,563,40404,,,,,,,,,,,,
天津财经大学,,高收费专业,,,,,,,,2020,604,40431,2021,585,37676,2022,536,78004,,,
天津财经大学,,普通类,,,,,2019,573,32636,2020,610,35130,2021,531,98686,2022,551,58004,2023,563,54864
江南大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,576,41196
江南大学,双一流,中外合作办学,,,,,2019,552,50338,,,,,,,,,,,,
江南大学,双一流,高收费专业,,,,,,,,2020,613,32658,2021,581,41207,2022,570,37209,,,
江南大学,双一流,普通类,,,,,2019,600,16048,2020,626,22973,2021,605,22560,2022,589,21800,2023,608,17028
天津外国语大学,,特殊类,,,,,,,,,,,,,,,,,2023,520,115516
天津外国语大学,,较高收费,,,,,,,,,,,,,,,,,2023,547,74961
天津外国语大学,,高收费专业,,,,,,,,2020,575,71135,2021,558,64821,2022,539,73712,,,
天津外国语大学,,其他单列,,,,,,,,,,,2021,519,115307,2022,536,78004,,,
天津外国语大学,,普通类,,,,,2019,567,37129,2020,606,38611,2021,564,58092,2022,517,106694,2023,546,76354
中国民航大学,,普通类,,,,,2019,507,100680,2020,584,60827,2021,567,54949,2022,557,50915,2023,572,45094
天津中医药大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,553,67050
天津中医药大学,双一流,中外合作办学,,,,,2019,543,59191,,,,,,,,,,,,
天津中医药大学,双一流,高收费专业,,,,,,,,2020,585,59698,2021,563,59195,2022,556,52020,,,
天津中医药大学,双一流,普通类,,,,,2019,523,81012,2020,588,56402,2021,571,50842,2022,509,119754,2023,555,64505
广西大学,双一流,普通类,,,,,2019,579,28476,2020,618,28686,2021,597,28109,2022,516,108302,2023,576,41196
兰州大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,599,22358
兰州大学,双一流,医护类,,,,,,,,,,,2021,561,61408,2022,564,43252,2023,580,37479
兰州大学,双一流,中外合作办学,,,,,2019,587,23239,,,,,,,,,,,,
兰州大学,双一流,高收费专业,,,,,,,,2020,624,24312,2021,606,21866,2022,589,21800,,,
兰州大学,双一流,普通类,,,,,2019,604,14189,2020,643,12897,2021,625,12135,2022,602,14255,2023,606,18105
华南师范大学,双一流,普通类,,,,,2019,596,18059,2020,630,20308,2021,613,17797,2022,571,36261,2023,591,28052
四川大学,双一流,护理学,,,,,2019,585,24522,,,,,,,,,,,,
四川大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,616,13053
四川大学,双一流,医护类,,,,,,,,,,,2021,597,28109,2022,582,26826,2023,591,28052
四川大学,双一流,高收费专业,,,,,,,,2020,638,15517,2021,621,13845,2022,602,14255,,,
四川大学,双一流,医护类专业,,,,,,,,2020,601,43222,,,,,,,,,
四川大学,双一流,普通类,,,,,2019,624,6877,2020,659,6356,2021,642,6374,2022,618,7814,2023,627,8771
四川农业大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,533,95116
四川农业大学,双一流,高收费专业,,,,,,,,,,,2021,522,111038,2022,527,91117,,,
四川农业大学,双一流,普通类,,,,,2019,561,42168,2020,608,36876,2021,589,34265,2022,548,61756,2023,568,49343
西南财经大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,583,34767
西南财经大学,双一流,中外合作办学,,,,,2019,605,13725,,,,,,,,,,,,
西南财经大学,双一流,高收费专业,,,,,,,,2020,609,35994,2021,595,29573,2022,581,27613,,,
西南财经大学,双一流,普通类,,,,,2019,596,18059,2020,640,14443,2021,622,13376,2022,593,19260,2023,590,28881
厦门大学,双一流,异地校区,,,,,,,,,,,2021,575,46947,,,,2023,583,34767
厦门大学,双一流,医护类,,,,,,,,,,,2021,627,11294,2022,614,9163,2023,632,7185
厦门大学,双一流,其他单列,,,,,,,,,,,,,,,,,2023,618,12162
厦门大学,双一流,普通类,,,,,2019,631,5104,2020,662,5463,2021,649,4632,2022,628,5058,2023,638,5568
厦门大学,双一流,马来西亚分校,,,,,,,,,,,,,,2022,570,37209,,,
福州大学,双一流,异地校区,,,,,,,,,,,2021,586,36819,2022,568,39068,2023,587,31315
福州大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,588,30481
福州大学,双一流,中外合作办学,,,,,2019,571,34124,,,,,,,,,,,,
福州大学,双一流,高收费专业,,,,,,,,2020,615,31039,2021,590,33462,2022,574,33525,,,
福州大学,双一流,其他单列,,,,,,,,2020,599,45122,2021,579,43027,2022,561,46342,,,
福州大学,双一流,地矿类,,,,,2019,562,41266,,,,,,,,,,,,
福州大学,双一流,农林矿,,,,,,,,,,,,,,,,,2023,570,47216
福州大学,双一流,普通类,,,,,2019,592,20281,2020,627,22276,2021,599,26645,2022,582,26826,2023,595,25156
中山大学,双一流,护理类,,,,,2019,606,13279,,,,,,,,,,,,
中山大学,双一流,医护类专业,,,,,,,,2020,609,35994,,,,,,,,,
中山大学,双一流,农林矿,,,,,,,,2020,639,14936,,,,,,,,,
中山大学,双一流,普通类,,,,,2019,630,5342,2020,657,7026,2021,645,5586,2022,629,4848,2023,645,4102
华南理工大学,双一流,高收费专业,,,,,,,,,,,,,,2022,621,6875,,,
华南理工大学,双一流,普通类,,,,,2019,629,5572,2020,657,7026,2021,644,5865,,,,2023,638,5568
暨南大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,579,38365
暨南大学,双一流,中外合作办学,,,,,2019,590,21457,,,,,,,,,,,,
暨南大学,双一流,高收费专业,,,,,,,,2020,630,20308,2021,600,25941,2022,567,40090,,,
暨南大学,双一流,其他单列,,,,,,,,2020,623,25056,2021,602,24547,2022,583,26058,2023,601,21021
暨南大学,双一流,普通类,,,,,2019,590,21457,2020,637,16139,2021,617,15697,2022,600,15216,2023,606,18105
西北工业大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,612,14902
西北工业大学,双一流,中外合作办学,,,,,2019,601,15554,,,,,,,,,,,,
西北工业大学,双一流,高收费专业,,,,,,,,2020,629,20922,2021,611,18927,2022,594,18630,,,
西北工业大学,双一流,普通类,,,,,2019,622,7457,2020,659,6356,2021,645,5586,2022,627,5267,2023,644,4301
南昌大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,591,28052
南昌大学,双一流,中外合作办学,,,,,2019,577,29841,,,,,,,,,,,,
南昌大学,双一流,高收费专业,,,,,,,,2020,617,29485,2021,592,31893,2022,580,28410,,,
南昌大学,双一流,普通类,,,,,2019,579,28476,2020,622,25751,2021,603,23896,2022,580,28410,2023,597,23710
东南大学,双一流,医护类,,,,,,,,,,,2021,621,13845,2022,610,10741,2023,636,6059
东南大学,双一流,其他单列,,,,,,,,,,,,,,,,,2023,626,9098
东南大学,双一流,医护类专业,,,,,,,,2020,631,19649,,,,,,,,,
东南大学,双一流,普通类,,,,,2019,633,4651,2020,666,4347,2021,651,4219,2022,633,4040,2023,653,2804
中国矿业大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,573,44106
中国矿业大学,双一流,中外合作办学,,,,,2019,567,37129,,,,,,,,,,,,
中国矿业大学,双一流,高收费专业,,,,,,,,2020,605,39525,,,,2022,571,36261,,,
中国矿业大学,双一流,普通类,,,,,2019,575,31251,2020,621,26493,2021,601,25226,2022,581,27613,2023,596,24444
南京大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,638,5568
南京大学,双一流,普通类,,,,,2019,663,781,2020,689,705,2021,677,836,2022,657,1071,2023,673,914
南京理工大学,双一流,普通类,,,,,2019,613,10464,2020,646,11437,2021,625,12135,2022,610,10741,2023,624,9823
南京农业大学,双一流,普通类,,,,,2019,580,27764,2020,619,27959,2021,598,27341,2022,509,119754,2023,581,36540
南京师范大学,双一流,普通类,,,,,2019,600,16048,2020,633,18475,2021,616,16166,2022,580,28410,2023,597,23710
河海大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,578,39314
河海大学,双一流,中外合作办学,,,,,2019,580,27764,,,,,,,,,,,,
