天津中医药大学,双一流,较高收费,,,,,2023,553,67050,,,,,,,,,
天津中医药大学,双一流,高收费专业,,,,,,,,2022,556,52020,2021,563,59195,2020,585,59698
天津中医药大学,双一流,普通类,,,,,2023,555,64505,2022,509,119754,2021,571,50842,2020,588,56402
四川农业大学,双一流,较高收费,,,,,2023,533,95116,,,,,,,,,
四川农业大学,双一流,高收费专业,,,,,,,,2022,527,91117,2021,522,111038,,,
四川农业大学,双一流,普通类,,,,,2023,568,49343,2022,548,61756,2021,589,34265,2020,608,36876
延边大学,双一流,较高收费,,,,,2023,564,53716,,,,,,,,,
延边大学,双一流,高收费专业,,,,,,,,2022,555,53255,2021,570,51895,2020,590,54281
延边大学,双一流,普通类,,,,,2023,578,39314,2022,564,43252,2021,585,37676,2020,604,40431
东北农业大学,双一流,较高收费,,,,,2023,524,109013,,,,,,,,,
东北农业大学,双一流,高收费专业,,,,,,,,2022,530,86614,,,,,,
东北农业大学,双一流,其他单列,,,,,2023,516,122128,,,,2021,520,113880,,,
东北农业大学,双一流,普通类,,,,,2023,564,53716,2022,567,40090,2021,585,37676,2020,606,38611
南京工程学院,,较高收费,,,,,2023,524,109013,,,,,,,,,
南京工程学院,,高收费专业,,,,,,,,2022,552,56758,2021,560,62527,2020,576,69982
南京工程学院,,其他单列,,,,,2023,574,43114,,,,,,,,,
南京工程学院,,普通类,,,,,2023,559,59481,2022,550,59236,2021,562,60300,2020,581,64188
南京审计大学,,较高收费,,,,,2023,573,44106,,,,,,,,,
南京审计大学,,高收费专业,,,,,,,,2022,566,41164,2021,582,40304,2020,599,45122
南京审计大学,,普通类,,,,,2023,573,44106,2022,570,37209,2021,589,34265,2020,612,33477
常州大学,,较高收费,,,,,2023,539,86255,,,,,,,,,
常州大学,,高收费专业,,,,,,,,2022,516,108302,2021,550,74466,2020,573,73543
常州大学,,普通类,,,,,2023,554,65789,2022,532,83691,2021,518,116712,2020,595,49113
华东交通大学,,普通类,,,,,2023,569,48276,2022,550,59236,2021,567,54949,2020,593,51170
徐州医科大学,,普通类,,,,,2023,561,57115,2022,554,54405,2021,569,52925,2020,598,46111
江苏科技大学,,普通类,,,,,2023,575,42149,2022,563,44297,2021,574,47907,2020,590,54281
南京中医药大学,双一流,普通类,,,,,2023,580,37479,2022,570,37209,2021,580,42114,2020,607,37744
苏州科技大学,,较高收费,,,,,2023,542,81975,,,,,,,,,
苏州科技大学,,高收费专业,,,,,,,,2022,529,88126,2021,552,71998,2020,576,69982
苏州科技大学,,普通类,,,,,2023,560,58304,2022,543,68292,2021,580,42114,2020,604,40431
南京财经大学,,普通类,,,,,2023,564,53716,2022,520,101946,2021,583,39420,2020,612,33477
南京林业大学,双一流,较高收费,,,,,2023,557,61944,,,,,,,,,
南京林业大学,双一流,高收费专业,,,,,,,,2022,549,60499,2021,545,80734,2020,590,54281
南京林业大学,双一流,普通类,,,,,2023,576,41196,2022,548,61756,2021,580,42114,2020,607,37744
江苏大学,,普通类,,,,,2023,584,33845,2022,564,43252,2021,569,52925,2020,611,34290
南京工业大学,,普通类,,,,,2023,579,38365,2022,561,46342,2021,578,43977,2020,614,31866
扬州大学,,普通类,,,,,2023,574,43114,2022,566,41164,2021,580,42114,2020,569,78357
江西师范大学,,普通类,,,,,2023,535,92225,2022,509,119754,2021,572,49827,2020,594,50132
江西财经大学,,普通类,,,,,2023,561,57115,2022,542,69619,2021,520,113880,2020,613,32658
东华理工大学,,普通类,,,,,2023,546,76354,2022,529,88126,2021,518,116712,2020,592,52176
南昌航空大学,,其他单列,,,,,2023,569,48276,,,,,,,,,
南昌航空大学,,普通类,,,,,2023,569,48276,2022,553,55587,2021,561,61408,2020,586,58573
重庆师范大学,,较高收费,,,,,2023,546,76354,,,,,,,,,
重庆师范大学,,高收费专业,,,,,,,,2022,541,70931,2021,562,60300,2020,573,73543
重庆师范大学,,普通类,,,,,2023,524,109013,2022,559,48530,2021,574,47907,2020,600,44162
重庆理工大学,,高收费专业,,,,,,,,,,,2021,545,80734,,,
重庆理工大学,,普通类,,,,,2023,568,49343,2022,556,52020,2021,580,42114,2020,602,42274
四川外国语大学,,高收费专业,,,,,,,,,,,,,,2020,602,42274
四川外国语大学,,普通类,,,,,2023,516,122128,2022,559,48530,2021,575,46947,2020,591,53210
赣南医学院,,普通类,,,,,2023,569,48276,2022,558,49754,2021,570,51895,2020,588,56402
赣南医科大学,,普通类,,,,,2023,569,48276,2022,558,49754,2021,570,51895,2020,588,56402
石河子大学,双一流,普通类,,,,,2023,558,60657,2022,551,58004,2021,567,54949,2020,585,59698
沈阳航空航天大学,,较高收费,,,,,2023,531,98157,,,,,,,,,
沈阳航空航天大学,,高收费专业,,,,,,,,2022,517,106694,2021,527,104040,2020,564,84489
沈阳航空航天大学,,普通类,,,,,2023,571,46132,2022,556,52020,2021,570,51895,2020,594,50132
大连工业大学,,普通类,,,,,2023,535,92225,2022,525,94214,2021,562,60300,2020,585,59698
大连外国语大学,,普通类,,,,,2023,522,112300,2022,509,119754,2021,566,55959,2020,594,50132
沈阳理工大学,,较高收费,,,,,2023,525,107463,,,,,,,,,
沈阳理工大学,,高收费专业,,,,,,,,2022,509,119754,,,,,,
沈阳理工大学,,普通类,,,,,2023,558,60657,2022,544,66918,2021,559,63644,2020,587,57472
大连交通大学,,普通类,,,,,2023,569,48276,2022,553,55587,2021,568,53926,2020,591,53210
沈阳药科大学,,高收费专业,,,,,,,,2022,521,100394,2021,530,99984,,,
沈阳药科大学,,普通类,,,,,2023,570,47216,2022,547,63022,2021,559,63644,2020,581,64188
沈阳工业大学,,普通类,,,,,2023,561,57115,2022,550,59236,2021,567,54949,2020,591,53210
西南民族大学,,普通类,,,,,2023,568,49343,2022,557,50915,2021,570,51895,2020,595,49113
浙江师范大学,,软件类,,,,,2023,569,48276,,,,,,,,,
浙江师范大学,,较高收费,,,,,2023,526,105904,,,,,,,,,
浙江师范大学,,高收费专业,,,,,,,,2022,557,50915,2021,570,51895,2020,589,55355
浙江师范大学,,普通类,,,,,2023,565,52597,2022,560,47459,2021,574,47907,2020,547,106820
浙江理工大学,,较高收费,,,,,2023,521,113938,,,,,,,,,
浙江理工大学,,高收费专业,,,,,,,,2022,542,69619,2021,566,55959,2020,587,57472
浙江理工大学,,普通类,,,,,2023,582,35635,2022,571,36261,2021,585,37676,2020,613,32658
西华大学,,普通类,,,,,2023,557,61944,2022,544,66918,2021,572,49827,2020,598,46111
中国计量大学,,普通类,,,,,2023,577,40252,2022,559,48530,2021,532,97392,2020,613,32658
浙江农林大学,,较高收费,,,,,2023,532,96633,,,,,,,,,
浙江农林大学,,高收费专业,,,,,,,,2022,502,131529,2021,546,79430,2020,570,77140
浙江农林大学,,普通类,,,,,2023,531,98157,2022,550,59236,2021,563,59195,2020,583,61893
浙江中医药大学,,普通类,,,,,2023,557,61944,2022,510,118120,2021,556,67119,2020,595,49113
温州医科大学,,普通类,,,,,2023,538,87738,2022,523,97348,2021,567,54949,2020,591,53210
杭州师范大学,,较高收费,,,,,2023,534,93677,,,,,,,,,
杭州师范大学,,高收费专业,,,,,,,,,,,2021,526,105431,,,
杭州师范大学,,普通类,,,,,2023,559,59481,2022,520,101946,2021,582,40304,2020,611,34290
浙江工商大学,,较高收费,,,,,2023,564,53716,,,,,,,,,
浙江工商大学,,高收费专业,,,,,,,,2022,555,53255,2021,564,58092,2020,579,66467
浙江工商大学,,普通类,,,,,2023,560,58304,2022,534,80842,2021,583,39420,2020,606,38611
浙江财经大学,,较高收费,,,,,2023,550,70991,,,,,,,,,
浙江财经大学,,高收费专业,,,,,,,,2022,539,73712,2021,566,55959,2020,603,41377
浙江财经大学,,普通类,,,,,2023,569,48276,2022,562,45332,2021,586,36819,2020,611,34290
山西大学,双一流,普通类,,,,,2023,579,38365,2022,571,36261,2021,573,48861,2020,601,43222
西南科技大学,,普通类,,,,,2023,540,84884,2022,519,103576,2021,568,53926,2020,594,50132
成都中医药大学,双一流,普通类,,,,,2023,562,55999,2022,552,56758,2021,557,66016,2020,571,75906
四川师范大学,,较高收费,,,,,2023,569,48276,,,,,,,,,
四川师范大学,,高收费专业,,,,,,,,2022,556,52020,,,,,,
四川师范大学,,普通类,,,,,2023,542,81975,2022,509,119754,2021,577,44925,2020,600,44162
西南石油大学,双一流,普通类,,,,,2023,584,33845,2022,570,37209,2021,584,38526,2020,605,39525
成都信息工程大学,,普通类,,,,,2023,573,44106,2022,562,45332,2021,580,42114,2020,606,38611
西南医科大学,,普通类,,,,,2023,539,86255,2022,567,40090,2021,585,37676,2020,611,34290
山西财经大学,,普通类,,,,,2023,537,89231,2022,552,56758,2021,574,47907,2020,596,48117
川北医学院,,普通类,,,,,2023,561,57115,2022,547,63022,2021,567,54949,2020,591,53210
中北大学,,普通类,,,,,2023,569,48276,2022,557,50915,2021,575,46947,2020,600,44162
汕头大学,,普通类,,,,,2023,575,42149,2022,558,49754,2021,575,46947,2020,589,55355
广东工业大学,,普通类,,,,,2023,571,46132,2022,562,45332,2021,582,40304,2020,604,40431
华南农业大学,双一流,普通类,,,,,2023,571,46132,2022,561,46342,2021,573,48861,2020,599,45122
广州中医药大学,双一流,普通类,,,,,2023,584,33845,2022,510,118120,2021,583,39420,2020,611,34290
广东外语外贸大学,,普通类,,,,,2023,556,63193,2022,515,109967,2021,590,33462,2020,609,35994
东莞理工学院,,普通类,,,,,2023,555,64505,2022,544,66918,2021,569,52925,2020,594,50132
广州大学,,普通类,,,,,2023,581,36540,2022,561,46342,2021,582,40304,2020,609,35994
广东财经大学,,普通类,,,,,2023,570,47216,2022,557,50915,2021,568,53926,,,
上海工程技术大学,,普通类,,,,,2023,561,57115,2022,553,55587,2021,567,54949,2020,585,59698
上海海洋大学,双一流,高收费专业,,,,,,,,2022,546,64280,2021,570,51895,2020,592,52176
上海海洋大学,双一流,普通类,,,,,2023,566,51529,2022,545,65632,2021,582,40304,2020,606,38611
上海师范大学,,较高收费,,,,,2023,551,69662,,,,,,,,,
上海师范大学,,高收费专业,,,,,,,,2022,545,65632,2021,535,93448,2020,596,48117
上海师范大学,,普通类,,,,,2023,566,51529,2022,524,95771,2021,578,43977,2020,609,35994
上海第二工业大学,,普通类,,,,,2023,548,73607,2022,530,86614,2021,573,48861,2020,598,46111
上海海事大学,,较高收费,,,,,2023,568,49343,,,,,,,,,
上海海事大学,,高收费专业,,,,,,,,2022,561,46342,2021,576,45897,2020,600,44162
上海海事大学,,普通类,,,,,2023,563,54864,2022,525,94214,2021,580,42114,2020,607,37744
安徽师范大学,,普通类,,,,,2023,537,89231,2022,519,103576,2021,570,51895,2020,592,52176
上海应用技术大学,,较高收费,,,,,2023,541,83430,,,,,,,,,
上海应用技术大学,,高收费专业,,,,,,,,2022,537,76524,2021,552,71998,2020,570,77140
上海应用技术大学,,普通类,,,,,2023,551,69662,2022,534,80842,2021,553,70771,2020,590,54281
上海电力大学,,较高收费,,,,,2023,594,25874,,,,,,,,,
上海电力大学,,高收费专业,,,,,,,,2022,581,27613,2021,596,28854,2020,614,31866
上海电力大学,,普通类,,,,,2023,586,32135,2022,576,31813,2021,589,34265,2020,612,33477
安徽财经大学,,较高收费,,,,,2023,547,74961,,,,,,,,,
安徽财经大学,,高收费专业,,,,,,,,2022,533,82265,2021,527,104040,,,
安徽财经大学,,普通类,,,,,2023,537,89231,2022,509,119754,2021,565,57047,2020,588,56402
昆明理工大学,,较高收费,,,,,2023,523,110642,,,,,,,,,
昆明理工大学,,高收费专业,,,,,,,,2022,514,111579,2021,522,111038,,,
昆明理工大学,,普通类,,,,,2023,552,68278,2022,509,119754,2021,573,48861,2020,602,42274
西安理工大学,,较高收费,,,,,2023,558,60657,,,,,,,,,
西安理工大学,,高收费专业,,,,,,,,2022,557,50915,2021,565,57047,2020,582,63035
西安理工大学,,普通类,,,,,2023,584,33845,2022,574,33525,2021,592,31893,2020,613,32658
西安建筑科技大学,,较高收费,,,,,2023,543,80568,,,,,,,,,
西安建筑科技大学,,高收费专业,,,,,,,,2022,536,78004,2021,544,81978,2020,596,48117
西安建筑科技大学,,普通类,,,,,2023,566,51529,2022,550,59236,2021,583,39420,2020,599,45122
西安科技大学,,较高收费,,,,,2023,546,76354,,,,,,,,,
西安科技大学,,高收费专业,,,,,,,,2022,544,66918,2021,563,59195,2020,591,53210
西安科技大学,,普通类,,,,,2023,567,50409,2022,545,65632,2021,579,43027,2020,609,35994
西安石油大学,,普通类,,,,,2023,548,73607,2022,531,85142,2021,570,51895,2020,597,47088
陕西科技大学,,较高收费,,,,,2023,536,90770,,,,,,,,,
陕西科技大学,,高收费专业,,,,,,,,2022,528,89626,2021,538,89520,2020,557,93476
陕西科技大学,,其他单列,,,,,,,,2022,560,47459,2021,565,57047,,,
陕西科技大学,,普通类,,,,,2023,572,45094,2022,556,52020,2021,578,43977,2020,599,45122
西安工程大学,,普通类,,,,,2023,565,52597,2022,541,70931,2021,559,63644,2020,594,50132
西安工业大学,,较高收费,,,,,2023,555,64505,,,,,,,,,
西安工业大学,,普通类,,,,,2023,563,54864,2022,546,64280,2021,582,40304,2020,608,36876
西藏大学,双一流,普通类,,,,,2023,564,53716,,,,,,,,,
陕西中医药大学,,普通类,,,,,2023,569,48276,2022,552,56758,2021,554,69571,,,
青海大学,双一流,普通类,,,,,2023,576,41196,2022,560,47459,2021,580,42114,2020,601,43222
西安外国语大学,,高收费专业,,,,,,,,,,,2021,550,74466,2020,578,67627
西安外国语大学,,普通类,,,,,2023,516,122128,2022,551,58004,2021,589,34265,2020,612,33477
西安财经大学,,普通类,,,,,2023,564,53716,2022,552,56758,2021,562,60300,2020,577,68843
长春理工大学,,较高收费,,,,,2023,548,73607,,,,,,,,,
长春理工大学,,高收费专业,,,,,,,,2022,531,85142,2021,538,89520,2020,544,110870
长春理工大学,,其他单列,,,,,2023,523,110642,2022,527,91117,,,,,,
长春理工大学,,普通类,,,,,2023,576,41196,2022,547,63022,2021,573,48861,2020,601,43222
湖南科技大学,,普通类,,,,,2023,560,58304,2022,531,85142,2021,530,99984,2020,600,44162
长沙理工大学,,高收费专业,,,,,,,,2022,549,60499,2021,557,66016,2020,589,55355
长沙理工大学,,普通类,,,,,2023,576,41196,2022,563,44297,2021,581,41207,2020,609,35994
南华大学,,普通类,,,,,2023,561,57115,2022,543,68292,2021,558,64821,2020,589,55355
东北电力大学,,较高收费,,,,,2023,547,74961,,,,,,,,,
东北电力大学,,高收费专业,,,,,,,,2022,560,47459,2021,569,52925,2020,568,79540
东北电力大学,,普通类,,,,,2023,558,60657,2022,529,88126,2021,561,61408,2020,596,48117
湖南工业大学,,高收费专业,,,,,,,,2022,529,88126,,,,,,
湖南工业大学,,其他单列,,,,,,,,2022,521,100394,2021,533,96108,2020,556,94834
湖南工业大学,,普通类,,,,,2023,558,60657,2022,550,59236,2021,562,60300,2020,586,58573
湖南中医药大学,,普通类,,,,,2023,542,81975,2022,509,119754,2021,575,46947,2020,595,49113
湖南工商大学,,普通类,,,,,2023,514,125465,2022,531,85142,2021,563,59195,2020,586,58573
吉林财经大学,,较高收费,,,,,2023,523,110642,,,,,,,,,
吉林财经大学,,高收费专业,,,,,,,,2022,515,109967,2021,554,69571,2020,581,64188
吉林财经大学,,普通类,,,,,2023,535,92225,2022,526,92680,2021,548,76893,2020,584,60827
东北林业大学,双一流,较高收费,,,,,2023,547,74961,,,,,,,,,
东北林业大学,双一流,高收费专业,,,,,,,,2022,540,72351,2021,552,71998,2020,547,106820
东北林业大学,双一流,普通类,,,,,2023,570,47216,2022,511,116434,2021,590,33462,2020,612,33477
黑龙江大学,,普通类,,,,,2023,551,69662,2022,543,68292,2021,565,57047,2020,589,55355
中南民族大学,,少数民族,,,,,,,,2022,539,73712,2021,546,79430,2020,571,75906
中南民族大学,,普通类,,,,,2023,546,76354,2022,509,119754,2021,573,48861,2020,601,43222
湖北大学,,较高收费,,,,,2023,543,80568,,,,,,,,,
湖北大学,,高收费专业,,,,,,,,2022,532,83691,2021,534,94763,,,
湖北大学,,普通类,,,,,2023,568,49343,2022,533,82265,2021,579,43027,2020,607,37744
哈尔滨理工大学,,普通类,,,,,2023,543,80568,2022,522,98888,2021,564,58092,2020,594,50132
长江大学,,较高收费,,,,,2023,514,125465,,,,,,,,,
长江大学,,高收费专业,,,,,,,,2022,509,119754,2021,518,116712,2020,564,84489
长江大学,,普通类,,,,,2023,549,72337,2022,529,88126,2021,528,102673,2020,590,54281
江汉大学,,普通类,,,,,2023,566,51529,2022,551,58004,2021,557,66016,2020,564,84489
三峡大学,,较高收费,,,,,2023,589,29681,,,,,,,,,
三峡大学,,高收费专业,,,,,,,,2022,576,31813,2021,580,42114,2020,600,44162
三峡大学,,普通类,,,,,2023,553,67050,2022,522,98888,2021,567,54949,2020,596,48117
武汉纺织大学,,普通类,,,,,2023,553,67050,2022,509,119754,2021,558,64821,2020,589,55355
湖北工业大学,,较高收费,,,,,2023,535,92225,,,,,,,,,
湖北工业大学,,高收费专业,,,,,,,,2022,524,95771,2021,530,99984,2020,545,109540
湖北工业大学,,普通类,,,,,2023,580,37479,2022,564,43252,2021,576,45897,2020,604,40431
武汉工程大学,,较高收费,,,,,2023,550,70991,,,,,,,,,
武汉工程大学,,高收费专业,,,,,,,,2022,537,76524,2021,546,79430,2020,549,104116
武汉工程大学,,普通类,,,,,2023,580,37479,2022,570,37209,2021,583,39420,2020,604,40431
河南大学,双一流,软件类,,,,,2023,573,44106,2022,561,46342,2021,566,55959,,,
河南大学,双一流,与开封大学联合办学,,,,,2023,531,98157,2022,525,94214,,,,,,
河南大学,双一流,与开封大学联合办学就读地点：开封大学,,,,,,,,,,,2021,534,94763,2020,555,96089
河南大学,双一流,软件类专业,,,,,,,,,,,,,,2020,581,64188
河南大学,双一流,医护类,,,,,2023,538,87738,2022,529,88126,2021,532,97392,,,
河南大学,双一流,中外合作办学,,,,,2023,526,105904,2022,544,66918,2021,552,71998,2020,564,84489
河南大学,双一流,其他单列,,,,,2023,586,32135,,,,,,,,,
河南大学,双一流,迈阿密学院,,,,,2023,552,68278,2022,542,69619,2021,543,83173,2020,562,87025
河南大学,双一流,医护类专业,,,,,,,,,,,,,,2020,544,110870
河南大学,双一流,与濮阳市联办濮阳工学院,,,,,2023,533,95116,2022,520,101946,2021,527,104040,2020,548,105494
河南大学,双一流,普通类,,,,,2023,567,50409,2022,572,35312,2021,586,36819,2020,607,37744
华侨大学,,普通类,,,,,2023,569,48276,2022,560,47459,2021,572,49827,2020,593,51170
福建农林大学,,普通类,,,,,2023,536,90770,2022,549,60499,2021,545,80734,2020,562,87025
集美大学,,普通类,,,,,2023,566,51529,2022,554,54405,2021,570,51895,2020,596,48117
福建师范大学,,软件类,,,,,2023,553,67050,,,,,,,,,
福建师范大学,,高收费专业,,,,,,,,2022,540,72351,2021,538,89520,2020,572,74766
福建师范大学,,其他单列,,,,,2023,538,87738,2022,533,82265,,,,,,
福建师范大学,,普通类,,,,,2023,541,83430,2022,526,92680,2021,579,43027,2020,598,46111
西北民族大学,,普通类,,,,,2023,567,50409,2022,553,55587,2021,569,52925,2020,581,64188
兰州理工大学,,较高收费,,,,,2023,556,63193,,,,,,,,,
兰州理工大学,,高收费专业,,,,,,,,2022,543,68292,2021,560,62527,2020,576,69982
兰州理工大学,,普通类,,,,,2023,533,95116,2022,552,56758,2021,557,66016,2020,579,66467
兰州交通大学,,普通类,,,,,2023,558,60657,2022,548,61756,2021,562,60300,2020,584,60827
河南财经政法大学,,软件类,,,,,2023,533,95116,,,,,,,,,
河南财经政法大学,,较高收费,,,,,2023,514,125465,,,,,,,,,
河南财经政法大学,,高收费专业,,,,,,,,2022,509,119754,2021,518,116712,2020,555,96089
河南财经政法大学,,其他单列,,,,,,,,2022,522,98888,2021,524,108202,,,
河南财经政法大学,,普通类,,,,,2023,522,112300,2022,547,63022,2021,559,63644,2020,585,59698
西北师范大学,,普通类,,,,,2023,517,120414,2022,551,58004,2021,559,63644,2020,584,60827
青岛大学,,普通类,,,,,2023,581,36540,2022,570,37209,2021,581,41207,2020,599,45122
甘肃政法大学,,普通类,,,,,2023,562,55999,2022,549,60499,2021,554,69571,2020,565,83217
青岛科技大学,,较高收费,,,,,2023,527,104360,,,,,,,,,
青岛科技大学,,高收费专业,,,,,,,,2022,515,109967,2021,533,96108,2020,561,88293
青岛科技大学,,普通类,,,,,2023,570,47216,2022,557,50915,2021,572,49827,2020,592,52176
青岛理工大学,,普通类,,,,,2023,562,55999,2022,543,68292,2021,521,112446,2020,601,43222
海南医学院,,普通类,,,,,2023,563,54864,2022,549,60499,2021,547,78166,2020,592,52176
遵义医科大学,,异地校区,,,,,2023,595,25156,,,,2021,596,28854,2020,612,33477
遵义医科大学,,珠海校区,,,,,,,,2022,582,26826,,,,,,
遵义医科大学,,普通类,,,,,2023,584,33845,2022,573,34386,2021,587,35958,2020,606,38611
桂林电子科技大学,,高收费专业,,,,,,,,2022,545,65632,,,,,,
桂林电子科技大学,,普通类,,,,,2023,577,40252,2022,566,41164,2021,581,41207,2020,603,41377
山东财经大学,,普通类,,,,,2023,540,84884,2022,510,118120,2021,580,42114,2020,603,41377
山东科技大学,,较高收费,,,,,2023,525,107463,,,,,,,,,
山东科技大学,,高收费专业,,,,,,,,2022,516,108302,2021,523,109592,2020,587,57472
山东科技大学,,普通类,,,,,2023,563,54864,2022,534,80842,2021,577,44925,2020,597,47088
山东理工大学,,普通类,,,,,2023,544,79143,2022,530,86614,2021,532,97392,2020,592,52176
宁夏大学,双一流,较高收费,,,,,2023,570,47216,,,,,,,,,
宁夏大学,双一流,高收费专业,,,,,,,,2022,558,49754,,,,,,
宁夏大学,双一流,普通类,,,,,2023,574,43114,2022,565,42195,2021,588,35077,2020,604,40431
宁夏医科大学,,普通类,,,,,2023,537,89231,2022,509,119754,2021,573,48861,2020,593,51170
山东第一医科大学,,普通类,,,,,2023,577,40252,,,,,,,,,
北方工业大学,,较高收费,,,,,2023,551,69662,,,,,,,,,
北方工业大学,,高收费专业,,,,,,,,2022,547,63022,2021,571,50842,2020,592,52176
北方工业大学,,普通类,,,,,2023,577,40252,2022,572,35312,2021,587,35958,2020,609,35994
北京工商大学,,较高收费,,,,,2023,552,68278,,,,,,,,,
北京工商大学,,高收费专业,,,,,,,,2022,542,69619,,,,2020,573,73543
北京工商大学,,普通类,,,,,2023,567,50409,2022,560,47459,2021,581,41207,2020,604,40431
北京建筑大学,,普通类,,,,,2023,562,55999,2022,531,85142,2021,582,40304,2020,603,41377
北京联合大学,,普通类,,,,,2023,568,49343,2022,554,54405,2021,566,55959,2020,597,47088
北京物资学院,,普通类,,,,,2023,548,73607,2022,522,98888,2021,554,69571,2020,599,45122
北京印刷学院,,普通类,,,,,2023,540,84884,2022,517,106694,2021,560,62527,2020,587,57472
河北师范大学,,较高收费,,,,,2023,553,67050,,,,,,,,,
河北师范大学,,高收费专业,,,,,,,,2022,541,70931,2021,551,73198,2020,573,73543
河北师范大学,,普通类,,,,,2023,545,77768,2022,545,65632,2021,561,61408,2020,585,59698
华北理工大学,,普通类,,,,,2023,544,79143,2022,513,113165,2021,557,66016,2020,589,55355
燕山大学,,较高收费,,,,,2023,551,69662,,,,,,,,,
燕山大学,,高收费专业,,,,,,,,2022,515,109967,2021,518,116712,,,
燕山大学,,其他单列,,,,,,,,2022,531,85142,2021,541,85633,,,
燕山大学,,普通类,,,,,2023,575,42149,2022,530,86614,2021,587,35958,2020,607,37744
河北工程大学,,普通类,,,,,2023,555,64505,2022,541,70931,2021,552,71998,2020,585,59698
石家庄铁道大学,,高收费专业,,,,,,,,2022,549,60499,2021,556,67119,2020,583,61893
石家庄铁道大学,,普通类,,,,,2023,546,76354,2022,517,106694,2021,568,53926,2020,594,50132
山东师范大学,,普通类,,,,,2023,564,53716,2022,548,61756,2021,569,52925,2020,601,43222
上海海关学院,,普通类,,,,,,,,,,,2021,588,35077,2020,612,33477
南通大学,,普通类,,,,,2023,546,76354,2022,509,119754,2021,575,46947,2020,598,46111
北京体育大学,双一流,较高收费,,,,,2023,524,109013,,,,,,,,,
北京体育大学,双一流,普通类,,,,,2023,583,34767,2022,573,34386,2021,571,50842,,,
山西中医药大学,,普通类,,,,,2023,580,37479,2022,562,45332,2021,578,43977,2020,597,47088
武汉科技大学,,普通类,,,,,2023,577,40252,2022,574,33525,2021,591,32664,2020,611,34290
上海政法学院,,普通类,,,,,2023,555,64505,2022,551,58004,2021,581,41207,2020,605,39525
重庆交通大学,,较高收费,,,,,2023,560,58304,,,,,,,,,
重庆交通大学,,高收费专业,,,,,,,,2022,546,64280,2021,542,84384,2020,590,54281
重庆交通大学,,普通类,,,,,2023,555,64505,2022,561,46342,2021,574,47907,2020,598,46111
福建医科大学,,普通类,,,,,2023,584,33845,2022,549,60499,2021,533,96108,2020,593,51170
蚌埠医学院,,普通类,,,,,2023,581,36540,2022,568,39068,2021,581,41207,2020,601,43222
蚌埠医科大学,,普通类,,,,,2023,581,36540,2022,568,39068,2021,581,41207,2020,601,43222
浙江传媒学院,,普通类,,,,,2023,567,50409,2022,549,60499,,,,,,
重庆工商大学,,普通类,,,,,2023,539,86255,2022,510,118120,2021,572,49827,2020,596,48117
成都医学院,,普通类,,,,,2023,582,35635,2022,573,34386,2021,588,35077,2020,606,38611
上海电机学院,,较高收费,,,,,2023,532,96633,,,,,,,,,
上海电机学院,,高收费专业,,,,,,,,2022,525,94214,,,,,,
